TIME,TEMP,HUM,SOIL,PUMP,FAN,LED
2026-05-23 22:19:26.010158,27.0,59.0,0,0,0,0
2026-05-23 22:19:27.002511,27.0,59.0,100,0,0,0
2026-05-23 22:19:28.114238,27.0,59.0,100,0,0,0
2026-05-23 22:19:29.078964,27.0,59.0,100,0,0,0
2026-05-23 22:19:31.079218,27.0,59.0,99,0,0,0
2026-05-23 22:19:32.167068,27.0,59.0,100,0,0,0
2026-05-23 22:19:33.160088,27.0,59.0,100,0,0,0
2026-05-23 22:19:34.177457,27.0,59.0,100,0,0,0
2026-05-23 22:19:35.183342,27.0,59.0,99,0,0,0
2026-05-23 22:19:36.196008,27.0,59.0,100,0,0,0
2026-05-23 22:19:37.190442,27.0,59.0,100,0,0,0
2026-05-23 22:19:38.223754,27.0,59.0,100,0,0,0
2026-05-23 22:19:39.210198,27.0,59.0,98,0,0,0
2026-05-23 22:19:40.273811,27.0,59.0,100,0,0,0
2026-05-23 22:19:41.221745,27.0,59.0,100,0,0,0
2026-05-23 22:19:42.246125,27.0,59.0,100,0,250,0
2026-05-23 22:19:43.286002,27.0,59.0,98,0,250,0
2026-05-23 22:19:44.304006,27.0,59.0,100,0,250,0
2026-05-23 22:19:45.341916,27.0,59.0,99,0,250,0
2026-05-23 22:19:46.356367,27.0,59.0,100,0,250,0
2026-05-23 22:19:47.353050,27.0,59.0,100,0,250,0
2026-05-23 22:19:48.402319,27.0,59.0,100,0,250,0
2026-05-23 22:19:49.376457,27.0,59.0,99,0,250,0
2026-05-23 22:19:50.421367,27.0,59.0,100,0,250,0
2026-05-23 22:19:51.482974,27.0,59.0,98,0,250,0
2026-05-23 22:19:52.450420,27.0,59.0,100,0,250,0
2026-05-23 22:19:53.539267,27.0,59.0,100,0,250,0
2026-05-23 22:19:54.538298,27.0,57.0,100,0,250,0
2026-05-23 22:19:55.552360,27.0,56.0,100,0,250,0
2026-05-23 22:19:56.555026,27.0,54.0,100,0,250,0
2026-05-23 22:19:57.590398,27.0,54.0,99,0,250,0
2026-05-23 22:19:58.605657,27.0,53.0,100,0,250,0
2026-05-23 22:19:59.592946,27.0,53.0,100,0,0,0
2026-05-23 22:20:00.615738,27.0,52.0,100,0,0,0
2026-05-23 22:20:01.644522,27.0,52.0,100,0,0,0
2026-05-23 22:20:02.651779,27.0,50.0,100,0,0,0
2026-05-23 22:20:03.618160,27.0,50.0,100,0,0,0
2026-05-23 22:20:04.695309,27.0,50.0,100,0,0,0
2026-05-23 22:20:05.737458,27.0,50.0,100,0,0,0
2026-05-23 22:20:06.780290,27.0,49.0,100,0,0,0
2026-05-23 22:20:07.808374,27.0,49.0,100,0,0,0
2026-05-23 22:20:08.999267,27.0,49.0,100,0,0,0
2026-05-23 22:20:09.818821,27.0,47.0,99,0,0,0
2026-05-23 22:20:10.816420,27.0,47.0,100,0,0,0
2026-05-23 22:20:11.909064,27.0,47.0,100,0,0,0
2026-05-23 22:20:13.007145,27.0,47.0,100,0,0,0
2026-05-23 22:20:14.032441,27.0,47.0,99,0,0,0
2026-05-23 22:20:15.047222,27.0,47.0,100,0,0,0
2026-05-23 22:20:16.071508,27.0,47.0,100,0,0,0
2026-05-23 22:20:17.085297,27.0,47.0,100,0,0,0
2026-05-23 22:20:18.151327,27.0,47.0,99,0,387,0
2026-05-23 22:20:19.135407,27.0,47.0,100,0,410,0
2026-05-23 22:20:20.183263,27.0,47.0,100,0,434,0
2026-05-23 22:20:21.261020,27.0,47.0,100,0,457,0
2026-05-23 22:20:22.193467,27.0,47.0,100,0,481,0
2026-05-23 22:20:23.343186,27.0,46.0,100,0,504,0
2026-05-23 22:20:24.302856,27.0,46.0,99,0,0,0
2026-05-23 22:20:25.324130,27.0,46.0,100,0,0,0
2026-05-23 22:20:26.326950,27.0,44.0,100,0,0,0
2026-05-23 22:20:27.388006,27.0,44.0,100,0,0,0
2026-05-23 22:20:28.351388,27.0,43.0,100,0,0,0
2026-05-23 22:20:29.332023,27.0,43.0,99,0,0,0
2026-05-23 22:20:30.361482,27.0,42.0,99,0,0,0
2026-05-23 22:20:31.408495,27.0,42.0,100,0,0,0
2026-05-23 22:20:32.500248,27.0,42.0,99,0,0,0
2026-05-23 22:20:33.472549,27.0,42.0,100,0,0,0
2026-05-23 22:20:34.472359,27.0,42.0,99,0,0,0
2026-05-23 22:20:35.545542,27.0,42.0,100,0,0,0
2026-05-23 22:20:36.500808,27.0,42.0,100,0,0,0
2026-05-23 22:20:37.509263,27.0,40.0,100,0,0,0
2026-05-23 22:20:38.630147,27.0,40.0,100,0,0,0
2026-05-23 22:20:39.615289,27.0,40.0,99,0,0,0
2026-05-23 22:20:40.660402,27.0,40.0,99,0,0,0
2026-05-23 22:20:41.654666,27.0,42.0,100,0,0,0
2026-05-23 22:20:42.654262,27.0,42.0,99,0,0,0
2026-05-23 22:20:43.664989,27.0,42.0,100,0,0,0
2026-05-23 22:20:44.673507,27.0,42.0,100,0,0,0
2026-05-23 22:20:45.658187,27.0,42.0,100,0,0,0
2026-05-23 22:20:46.672102,27.0,42.0,99,0,0,0
2026-05-23 22:20:47.700361,27.0,42.0,100,0,0,0
2026-05-23 22:20:48.696477,27.0,42.0,99,0,0,0
2026-05-23 22:20:49.739714,27.0,42.0,100,0,0,0
2026-05-23 22:20:50.731066,27.0,42.0,100,0,0,0
2026-05-23 22:20:51.753498,27.0,42.0,100,0,0,0
2026-05-23 22:20:52.762015,27.0,42.0,100,0,0,0
2026-05-23 22:20:53.772880,27.0,42.0,100,0,0,0
2026-05-23 22:20:54.756723,27.0,42.0,100,0,0,0
2026-05-23 22:20:55.822246,27.0,42.0,98,0,0,0
2026-05-23 22:20:56.833156,27.0,42.0,99,0,0,0
2026-05-23 22:20:57.867441,27.0,42.0,100,0,0,0
2026-05-23 22:20:58.877947,27.0,42.0,100,0,0,0
2026-05-23 22:20:59.900208,27.0,42.0,100,0,0,0
2026-05-23 22:21:00.887495,27.0,42.0,100,0,0,0
2026-05-23 22:21:01.913004,27.0,42.0,99,0,0,0
2026-05-23 22:21:02.950844,27.0,42.0,99,0,0,0
2026-05-23 22:21:03.971816,27.0,42.0,100,0,0,0
2026-05-23 22:21:04.976418,27.0,42.0,99,0,0,0
2026-05-23 22:21:05.972356,27.0,42.0,100,0,0,0
2026-05-23 22:21:07.007449,27.0,42.0,99,0,0,0
2026-05-23 22:21:08.025674,27.0,42.0,100,0,0,0
2026-05-23 22:21:09.025643,27.0,42.0,100,0,0,0
2026-05-23 22:21:10.050537,27.0,42.0,100,0,0,0
2026-05-23 22:21:11.077316,27.0,43.0,100,0,0,0
2026-05-23 22:21:12.095940,27.0,42.0,100,0,0,0
2026-05-23 22:21:13.090370,27.0,42.0,100,0,0,0
2026-05-23 22:21:14.154277,27.0,42.0,100,0,0,0
2026-05-23 22:21:15.165964,27.0,43.0,100,0,0,0
2026-05-23 22:21:16.177809,27.0,42.0,100,0,0,0
2026-05-23 22:21:17.240165,27.0,43.0,100,0,0,0
2026-05-23 22:21:18.237820,27.0,43.0,100,0,0,0
2026-05-23 22:21:19.241082,27.0,43.0,100,0,0,0
2026-05-23 22:21:20.252717,27.0,43.0,100,0,0,0
2026-05-23 22:21:21.281163,27.0,43.0,100,0,0,0
2026-05-23 22:21:22.284909,27.0,43.0,100,0,0,0
2026-05-23 22:21:23.391739,27.0,43.0,99,0,0,0
