TIME,TEMP,HUM,SOIL,PUMP,FAN,LED
2026-05-23 22:51:43.282158,25.0,39.0,0,0,0,0
2026-05-23 22:51:44.286281,25.0,40.0,100,0,0,0
2026-05-23 22:51:45.741485,25.0,40.0,100,0,0,0
2026-05-23 22:51:47.067899,25.0,40.0,100,0,0,0
2026-05-23 22:51:48.088325,25.0,40.0,99,0,0,0
2026-05-23 22:51:49.128981,25.0,40.0,98,0,0,0
2026-05-23 22:51:50.143394,25.0,40.0,100,0,0,0
2026-05-23 22:51:51.128254,25.0,40.0,100,0,0,0
2026-05-23 22:51:52.100859,25.0,40.0,100,0,0,0
2026-05-23 22:51:53.144272,25.0,40.0,100,0,0,0
2026-05-23 22:51:54.126970,25.0,40.0,100,0,0,0
2026-05-23 22:51:55.117338,25.0,40.0,100,0,0,0
2026-05-23 22:51:56.127546,25.0,40.0,99,0,0,0
2026-05-23 22:51:57.132207,25.0,40.0,100,0,0,0
2026-05-23 22:51:58.220234,25.0,40.0,99,0,0,0
2026-05-23 22:51:59.237597,25.0,40.0,100,0,0,0
2026-05-23 22:52:00.269465,25.0,40.0,100,0,0,0
2026-05-23 22:52:01.289108,25.0,40.0,100,0,0,0
2026-05-23 22:52:02.320552,25.0,40.0,99,0,0,0
2026-05-23 22:52:03.280145,25.0,42.0,100,0,0,0
2026-05-23 22:52:04.321103,25.0,42.0,100,0,0,0
2026-05-23 22:52:05.323765,25.0,42.0,100,0,0,0
2026-05-23 22:52:06.299910,25.0,42.0,99,0,0,0
2026-05-23 22:52:07.348658,25.0,42.0,100,0,0,0
2026-05-23 22:52:08.318406,25.0,42.0,100,0,0,0
2026-05-23 22:52:09.336263,25.0,42.0,100,0,0,0
2026-05-23 22:52:10.347579,25.0,42.0,100,0,0,0
2026-05-23 22:52:11.326770,25.0,42.0,100,0,0,0
2026-05-23 22:52:12.367852,25.0,42.0,100,0,0,0
2026-05-23 22:52:13.352957,25.0,42.0,100,0,0,0
2026-05-23 22:52:14.344425,25.0,42.0,100,0,0,0
2026-05-23 22:52:15.364607,25.0,42.0,99,0,0,0
2026-05-23 22:52:16.365029,25.0,42.0,99,0,0,0
2026-05-23 22:52:17.384511,25.0,42.0,100,0,0,0
2026-05-23 22:52:18.367017,25.0,43.0,100,0,0,0
2026-05-23 22:52:19.380794,25.0,43.0,100,0,0,0
2026-05-23 22:52:20.422062,25.0,43.0,99,0,0,0
2026-05-23 22:52:21.424833,25.0,43.0,100,0,0,0
2026-05-23 22:52:22.431940,25.0,43.0,99,0,0,0
2026-05-23 22:52:23.434832,25.0,43.0,100,0,0,0
2026-05-23 22:52:24.441025,25.0,43.0,99,0,0,0
2026-05-23 22:52:25.442573,25.0,43.0,100,0,0,0
2026-05-23 22:52:26.436377,25.0,43.0,100,0,0,0
2026-05-23 22:52:27.434387,25.0,43.0,100,0,0,0
2026-05-23 22:52:28.429789,25.0,43.0,99,0,0,0
2026-05-23 22:52:29.487598,25.0,43.0,100,0,0,0
2026-05-23 22:52:30.465462,25.0,43.0,100,0,0,0
2026-05-23 22:52:31.488831,25.0,43.0,100,0,0,0
2026-05-23 22:52:32.498482,25.0,43.0,99,0,0,0
2026-05-23 22:52:33.511597,25.0,43.0,100,0,0,0
2026-05-23 22:52:34.493217,25.0,43.0,99,0,0,0
2026-05-23 22:52:35.549335,25.0,43.0,100,0,0,0
2026-05-23 22:52:36.573848,25.0,43.0,100,0,0,0
2026-05-23 22:52:37.575811,25.0,43.0,100,0,0,0
2026-05-23 22:52:38.551983,25.0,43.0,100,0,0,0
2026-05-23 22:52:39.573001,25.0,43.0,100,0,0,0
2026-05-23 22:52:40.621284,25.0,43.0,100,0,0,0
2026-05-23 22:52:41.623780,25.0,43.0,100,0,0,0
2026-05-23 22:52:42.643321,25.0,43.0,100,0,0,0
2026-05-23 22:52:43.636403,25.0,45.0,100,0,0,0
2026-05-23 22:52:44.652456,25.0,45.0,100,0,0,0
2026-05-23 22:52:45.632764,25.0,45.0,100,0,0,0
2026-05-23 22:52:46.655132,25.0,45.0,100,0,0,0
2026-05-23 22:52:47.656870,25.0,45.0,100,0,0,0
2026-05-23 22:52:48.664535,25.0,45.0,100,0,0,0
2026-05-23 22:52:49.658977,25.0,45.0,100,0,0,0
2026-05-23 22:52:50.674260,25.0,45.0,100,0,0,0
2026-05-23 22:52:51.668757,25.0,45.0,100,0,0,0
2026-05-23 22:52:52.688006,25.0,45.0,100,0,0,0
2026-05-23 22:52:53.690002,25.0,45.0,100,0,0,0
2026-05-23 22:52:54.740650,25.0,45.0,99,0,0,0
2026-05-23 22:52:55.726360,25.0,45.0,100,0,0,0
2026-05-23 22:52:56.751324,25.0,45.0,100,0,0,0
2026-05-23 22:52:57.749495,25.0,45.0,100,0,0,0
2026-05-23 22:52:58.749142,25.0,45.0,99,0,0,0
2026-05-23 22:52:59.751859,25.0,45.0,100,0,0,0
2026-05-23 22:53:00.767280,25.0,45.0,100,0,0,0
2026-05-23 22:53:01.749949,25.0,45.0,100,0,0,0
2026-05-23 22:53:02.770419,25.0,45.0,100,0,0,0
2026-05-23 22:53:03.781846,25.0,45.0,100,0,0,0
2026-05-23 22:53:04.784907,25.0,45.0,100,0,0,0
2026-05-23 22:53:05.780541,25.0,45.0,100,0,0,0
2026-05-23 22:53:06.793117,25.0,45.0,99,0,0,0
2026-05-23 22:53:07.799190,25.0,45.0,100,0,0,0
2026-05-23 22:53:08.810937,25.0,45.0,100,0,0,0
2026-05-23 22:53:09.821430,25.0,45.0,100,0,0,0
2026-05-23 22:53:10.816190,25.0,45.0,100,0,0,0
2026-05-23 22:53:11.829730,25.0,45.0,100,0,0,0
2026-05-23 22:53:12.822995,25.0,45.0,100,0,0,0
2026-05-23 22:53:13.822770,25.0,45.0,100,0,0,0
2026-05-23 22:53:14.829748,25.0,45.0,100,0,0,0
2026-05-23 22:53:15.864398,25.0,45.0,100,0,0,0
2026-05-23 22:53:16.856790,25.0,45.0,100,0,0,0
2026-05-23 22:53:17.880350,25.0,45.0,100,0,0,0
2026-05-23 22:53:18.892647,25.0,45.0,100,0,0,0
2026-05-23 22:53:19.917867,25.0,45.0,100,0,0,0
2026-05-23 22:53:20.875301,25.0,45.0,100,0,0,0
2026-05-23 22:53:21.892712,25.0,45.0,100,0,0,0
2026-05-23 22:53:22.951446,25.0,45.0,100,0,0,0
2026-05-23 22:53:23.924888,25.0,45.0,100,0,0,0
2026-05-23 22:53:24.914107,25.0,45.0,100,0,0,0
2026-05-23 22:53:25.927276,25.0,45.0,100,0,0,0
2026-05-23 22:53:26.980695,25.0,45.0,100,0,0,0
2026-05-23 22:53:28.005894,25.0,45.0,100,0,0,0
2026-05-23 22:53:29.004597,25.0,45.0,99,0,0,0
2026-05-23 22:53:30.004946,25.0,45.0,100,0,0,0
2026-05-23 22:53:31.011956,25.0,45.0,99,0,0,0
2026-05-23 22:53:32.020122,25.0,45.0,100,0,0,0
2026-05-23 22:53:33.039074,25.0,45.0,99,0,0,0
2026-05-23 22:53:34.033623,25.0,45.0,100,0,0,0
2026-05-23 22:53:35.073244,25.0,45.0,100,0,0,0
2026-05-23 22:53:36.063919,25.0,45.0,100,0,0,0
2026-05-23 22:53:37.059205,25.0,45.0,99,0,0,0
2026-05-23 22:53:38.051322,25.0,45.0,100,0,0,0
2026-05-23 22:53:39.052340,25.0,45.0,100,0,0,0
2026-05-23 22:53:40.080864,25.0,45.0,100,0,0,0
2026-05-23 22:53:41.066845,25.0,45.0,100,0,0,0
