TIME,TEMP,HUM,SOIL,PUMP,FAN,LED
2026-05-23 22:24:24.923689,0.0,0.0,0,0,0,0
2026-05-23 22:24:25.930719,27.0,49.0,99,0,0,0
2026-05-23 22:24:26.930202,27.0,49.0,100,0,0,0
2026-05-23 22:24:29.051374,27.0,49.0,100,0,0,0
2026-05-23 22:24:30.056170,27.0,49.0,100,0,0,0
2026-05-23 22:24:31.049617,27.0,49.0,100,0,0,0
2026-05-23 22:24:32.102823,27.0,49.0,100,0,0,0
2026-05-23 22:24:33.112142,27.0,49.0,100,0,0,0
2026-05-23 22:24:34.112487,27.0,49.0,100,0,0,0
2026-05-23 22:24:35.133639,27.0,49.0,100,0,0,0
2026-05-23 22:24:36.147186,27.0,49.0,100,0,0,0
2026-05-23 22:24:37.174332,27.0,49.0,98,0,0,0
2026-05-23 22:24:38.200064,27.0,49.0,100,0,0,0
2026-05-23 22:24:39.203255,27.0,49.0,99,0,0,0
2026-05-23 22:24:40.235535,27.0,49.0,100,0,0,0
2026-05-23 22:24:41.222150,27.0,49.0,100,0,0,0
2026-05-23 22:24:42.277500,27.0,49.0,100,0,0,0
2026-05-23 22:24:45.179905,27.0,49.0,100,0,0,0
2026-05-23 22:24:46.298220,27.0,49.0,100,0,0,15
2026-05-23 22:24:47.219118,27.0,49.0,99,0,0,79
2026-05-23 22:24:48.209939,27.0,49.0,100,0,0,0
2026-05-23 22:24:49.213347,27.0,49.0,100,0,0,0
2026-05-23 22:24:50.219160,27.0,49.0,100,0,0,0
2026-05-23 22:24:51.299667,27.0,49.0,100,0,0,0
