TIME,TEMP,HUM,SOIL,PUMP,FAN,LED
2026-05-25 12:14:33.395354,26.0,33.0,100,0,0,0
2026-05-25 12:14:34.470898,26.0,33.0,99,0,0,0
2026-05-25 12:14:35.466794,26.0,33.0,100,0,0,0
2026-05-25 12:14:36.468719,26.0,33.0,99,0,0,0
2026-05-25 12:14:37.467507,26.0,33.0,99,0,0,0
2026-05-25 12:14:38.478793,26.0,33.0,99,0,0,0
2026-05-25 12:14:39.471532,26.0,33.0,100,0,0,0
2026-05-25 12:14:40.512746,26.0,33.0,99,0,47,0
2026-05-25 12:14:41.562568,26.0,32.0,100,0,0,0
2026-05-25 12:14:42.472417,26.0,33.0,100,0,0,0
2026-05-25 12:14:43.514080,26.0,33.0,100,0,0,85
2026-05-25 12:14:44.522657,26.0,33.0,99,0,0,85
2026-05-25 12:14:45.524948,26.0,33.0,100,0,0,85
2026-05-25 12:14:46.615372,26.0,33.0,99,0,0,85
2026-05-25 12:14:47.579257,26.0,33.0,98,0,250,85
2026-05-25 12:14:48.578916,26.0,33.0,99,0,100,85
2026-05-25 12:14:49.639104,26.0,33.0,99,0,100,85
2026-05-25 12:14:50.668112,26.0,33.0,99,0,100,85
2026-05-25 12:14:51.672234,26.0,33.0,100,0,100,85
2026-05-25 12:14:52.672098,26.0,33.0,98,0,100,85
2026-05-25 12:14:53.692358,26.0,33.0,100,0,0,85
2026-05-25 12:14:54.677368,26.0,33.0,99,0,0,85
2026-05-25 12:14:55.673978,26.0,33.0,100,0,0,85
2026-05-25 12:14:56.771308,26.0,33.0,99,0,0,85
2026-05-25 12:14:57.764581,26.0,33.0,100,0,0,85
2026-05-25 12:14:58.764587,26.0,33.0,99,0,0,85
2026-05-25 12:14:59.823601,26.0,35.0,96,0,0,85
2026-05-25 12:15:00.833649,26.0,35.0,99,0,0,85
2026-05-25 12:15:01.888336,26.0,35.0,100,0,0,85
2026-05-25 12:15:02.880644,26.0,35.0,99,0,0,85
2026-05-25 12:15:03.980477,26.0,35.0,99,0,0,85
2026-05-25 12:15:04.981023,26.0,35.0,99,0,0,85
2026-05-25 12:15:06.040223,26.0,35.0,99,0,0,85
2026-05-25 12:15:07.051111,26.0,35.0,99,0,0,85
2026-05-25 12:15:08.098457,26.0,35.0,99,0,0,85
2026-05-25 12:15:09.099146,26.0,35.0,99,0,0,85
2026-05-25 12:15:10.157196,26.0,36.0,100,0,0,85
2026-05-25 12:15:11.165618,26.0,36.0,100,0,0,85
2026-05-25 12:15:12.231602,26.0,36.0,98,0,0,85
2026-05-25 12:15:13.229810,26.0,36.0,99,0,0,85
2026-05-25 12:15:14.312003,26.0,36.0,99,0,0,85
2026-05-25 12:15:15.316713,26.0,36.0,99,0,0,85
2026-05-25 12:15:16.369381,26.0,36.0,100,0,0,85
2026-05-25 12:15:17.369830,26.0,36.0,99,0,0,85
2026-05-25 12:15:18.435489,26.0,37.0,99,0,0,85
2026-05-25 12:15:19.430846,26.0,37.0,99,0,0,85
2026-05-25 12:15:20.517647,26.0,37.0,99,0,0,85
2026-05-25 12:15:21.517189,26.0,37.0,98,0,0,85
2026-05-25 12:15:22.571148,26.0,37.0,96,0,0,85
2026-05-25 12:15:23.581452,26.0,37.0,99,0,0,85
2026-05-25 12:15:24.631983,26.0,37.0,99,0,0,85
2026-05-25 12:15:25.631262,26.0,37.0,98,0,0,85
2026-05-25 12:15:26.689248,26.0,37.0,99,0,0,85
2026-05-25 12:15:27.696580,26.0,37.0,99,0,0,85
2026-05-25 12:15:28.760778,26.0,37.0,100,0,0,85
2026-05-25 12:15:29.747431,26.0,37.0,98,0,0,85
2026-05-25 12:15:30.838358,26.0,37.0,99,0,0,85
2026-05-25 12:15:31.842612,26.0,37.0,99,0,0,85
2026-05-25 12:15:32.901731,26.0,37.0,99,0,0,85
2026-05-25 12:15:33.909198,26.0,39.0,99,0,0,85
2026-05-25 12:15:34.964654,26.0,39.0,100,0,0,85
2026-05-25 12:15:35.961435,26.0,39.0,99,0,0,85
2026-05-25 12:15:37.032821,26.0,39.0,99,0,0,85
2026-05-25 12:15:38.032402,26.0,39.0,98,0,0,85
2026-05-25 12:15:39.109611,26.0,39.0,100,0,0,85
2026-05-25 12:15:40.094820,26.0,39.0,96,0,0,85
2026-05-25 12:15:41.097975,26.0,39.0,99,0,0,85
2026-05-25 12:15:42.099292,26.0,39.0,99,0,0,85
2026-05-25 12:15:43.157333,26.0,39.0,100,0,0,85
2026-05-25 12:15:44.157417,26.0,39.0,98,0,0,85
2026-05-25 12:15:45.220357,26.0,39.0,99,0,0,85
2026-05-25 12:15:46.214265,26.0,39.0,99,0,0,85
2026-05-25 12:15:47.302720,26.0,39.0,97,0,0,85
2026-05-25 12:15:48.304145,26.0,39.0,99,0,0,85
2026-05-25 12:15:49.363363,26.0,40.0,100,0,0,85
2026-05-25 12:15:50.373968,26.0,40.0,99,0,0,85
2026-05-25 12:15:51.422768,26.0,40.0,99,0,0,85
2026-05-25 12:15:52.423243,26.0,40.0,99,0,0,85
2026-05-25 12:15:53.481213,26.0,40.0,100,0,0,85
2026-05-25 12:15:54.482555,26.0,40.0,99,0,0,85
2026-05-25 12:15:55.552383,26.0,40.0,99,0,0,85
2026-05-25 12:15:56.542536,26.0,40.0,97,0,0,85
2026-05-25 12:15:57.633562,26.0,40.0,100,0,0,85
2026-05-25 12:15:58.636614,26.0,40.0,99,0,0,85
2026-05-25 12:15:59.694460,26.0,40.0,99,0,0,85
2026-05-25 12:16:00.704117,26.0,40.0,99,0,0,85
2026-05-25 12:16:01.756510,26.0,40.0,99,0,0,85
2026-05-25 12:16:02.749196,26.0,40.0,97,0,0,85
2026-05-25 12:16:03.829960,26.0,40.0,99,0,0,85
2026-05-25 12:16:04.829097,26.0,40.0,100,0,0,85
2026-05-25 12:16:05.886829,26.0,40.0,99,0,0,85
2026-05-25 12:16:06.899613,26.0,40.0,99,0,0,85
2026-05-25 12:16:07.944108,26.0,40.0,99,0,0,85
2026-05-25 12:16:08.945510,26.0,40.0,99,0,0,85
2026-05-25 12:16:10.004614,26.0,42.0,96,0,0,85
2026-05-25 12:16:11.006065,26.0,42.0,100,0,0,85
2026-05-25 12:16:12.075006,26.0,42.0,98,0,0,85
2026-05-25 12:16:13.065102,26.0,42.0,100,0,0,85
2026-05-25 12:16:14.159427,26.0,42.0,99,0,0,85
2026-05-25 12:16:15.159986,26.0,42.0,99,0,0,85
2026-05-25 12:16:16.214478,26.0,42.0,99,0,0,85
2026-05-25 12:16:17.226699,26.0,42.0,100,0,0,85
2026-05-25 12:16:18.272634,26.0,42.0,99,0,0,85
2026-05-25 12:16:19.273300,26.0,42.0,100,0,0,85
2026-05-25 12:16:20.331303,26.0,42.0,99,0,0,85
2026-05-25 12:16:21.331484,26.0,42.0,99,0,0,85
2026-05-25 12:16:22.400386,26.0,42.0,99,0,0,85
2026-05-25 12:16:23.393440,26.0,42.0,99,0,0,85
2026-05-25 12:16:24.497874,26.0,42.0,99,0,0,85
2026-05-25 12:16:25.496633,26.0,42.0,100,0,0,85
2026-05-25 12:16:26.554772,26.0,42.0,98,0,0,85
2026-05-25 12:16:27.564551,26.0,42.0,100,0,0,85
