TIME,TEMP,HUM,SOIL,PUMP,FAN,LED
2026-05-25 13:21:35.449653,26.0,54.0,0,0,0,0
2026-05-25 13:21:36.469652,26.0,54.0,100,0,0,0
2026-05-25 13:21:38.060406,26.0,54.0,99,0,0,0
2026-05-25 13:21:39.053435,26.0,54.0,100,0,0,0
2026-05-25 13:21:40.090982,26.0,54.0,100,0,0,0
2026-05-25 13:21:41.159086,26.0,54.0,100,0,0,0
2026-05-25 13:21:42.185382,26.0,56.0,99,0,250,0
2026-05-25 13:21:43.201376,26.0,56.0,100,0,186,0
2026-05-25 13:21:44.201352,26.0,56.0,100,0,196,0
2026-05-25 13:21:45.189684,26.0,56.0,100,0,207,0
2026-05-25 13:21:46.204264,26.0,56.0,100,0,218,0
2026-05-25 13:21:47.217736,26.0,56.0,100,0,229,0
2026-05-25 13:21:48.209100,26.0,56.0,99,0,240,0
2026-05-25 13:21:49.233585,26.0,56.0,100,0,250,0
2026-05-25 13:21:50.216697,26.0,56.0,100,0,250,0
2026-05-25 13:21:51.219658,26.0,54.0,100,0,250,0
2026-05-25 13:21:52.283193,26.0,53.0,99,0,250,0
2026-05-25 13:21:53.250904,26.0,52.0,100,0,148,0
2026-05-25 13:21:54.269980,26.0,50.0,99,0,0,0
2026-05-25 13:21:55.365934,26.0,49.0,100,0,0,99
2026-05-25 13:21:56.313492,26.0,49.0,100,0,0,100
2026-05-25 13:21:57.357323,26.0,47.0,100,0,0,100
2026-05-25 13:21:58.338910,26.0,46.0,100,0,0,100
2026-05-25 13:21:59.346023,26.0,46.0,100,0,0,100
2026-05-25 13:22:00.353258,26.0,46.0,99,0,0,100
2026-05-25 13:22:01.363366,26.0,46.0,100,0,0,100
2026-05-25 13:22:02.478010,26.0,46.0,100,0,0,100
2026-05-25 13:22:03.389001,26.0,45.0,100,0,0,100
2026-05-25 13:22:04.408276,26.0,45.0,100,0,0,100
2026-05-25 13:22:06.422409,26.0,46.0,98,0,0,100
2026-05-25 13:22:07.413432,26.0,46.0,99,0,0,100
2026-05-25 13:22:08.398425,26.0,46.0,100,0,0,100
2026-05-25 13:22:09.423603,26.0,46.0,100,0,0,100
2026-05-25 13:22:10.428413,26.0,46.0,100,0,0,100
2026-05-25 13:22:11.447603,26.0,46.0,99,0,0,100
2026-05-25 13:22:12.445323,26.0,46.0,100,0,0,100
2026-05-25 13:22:13.447015,26.0,47.0,100,0,0,100
2026-05-25 13:22:14.466867,26.0,47.0,100,0,0,100
2026-05-25 13:22:15.471971,26.0,47.0,100,0,0,100
2026-05-25 13:22:16.495242,26.0,49.0,100,0,0,100
2026-05-25 13:22:17.493455,26.0,49.0,99,0,0,100
2026-05-25 13:22:18.485555,26.0,49.0,100,0,0,100
2026-05-25 13:22:19.483865,26.0,50.0,100,0,0,100
2026-05-25 13:22:20.512202,26.0,50.0,100,0,0,100
2026-05-25 13:22:21.528246,26.0,50.0,100,0,0,100
2026-05-25 13:22:22.515142,26.0,50.0,100,0,0,100
2026-05-25 13:22:23.530103,26.0,50.0,100,0,0,100
2026-05-25 13:22:24.565422,26.0,50.0,100,0,0,100
2026-05-25 13:22:25.590801,26.0,50.0,100,0,0,100
2026-05-25 13:22:26.569483,26.0,52.0,100,0,0,100
2026-05-25 13:22:27.601285,26.0,52.0,100,0,250,100
2026-05-25 13:22:28.577126,26.0,52.0,98,0,100,100
2026-05-25 13:22:29.573123,26.0,52.0,100,0,100,100
2026-05-25 13:22:30.612580,26.0,52.0,100,0,100,100
2026-05-25 13:22:31.599805,26.0,52.0,100,0,100,100
2026-05-25 13:22:32.650866,26.0,52.0,100,0,100,100
2026-05-25 13:22:33.637609,26.0,52.0,99,0,100,100
2026-05-25 13:22:34.639694,26.0,52.0,100,0,100,100
2026-05-25 13:22:35.669429,26.0,52.0,100,0,100,100
2026-05-25 13:22:36.709771,26.0,53.0,100,0,100,100
2026-05-25 13:22:37.697036,26.0,53.0,100,0,100,100
2026-05-25 13:22:38.718746,26.0,53.0,100,0,100,100
2026-05-25 13:22:39.697722,26.0,53.0,99,0,100,100
2026-05-25 13:22:40.708515,26.0,53.0,100,0,100,100
2026-05-25 13:22:41.746669,26.0,53.0,96,0,100,100
2026-05-25 13:22:42.735444,26.0,53.0,100,0,100,100
2026-05-25 13:22:43.768217,26.0,53.0,100,0,100,100
2026-05-25 13:22:44.777501,26.0,53.0,100,0,100,100
2026-05-25 13:22:45.796651,26.0,53.0,100,0,100,100
2026-05-25 13:22:46.809505,26.0,54.0,100,0,100,100
2026-05-25 13:22:47.848580,26.0,54.0,100,0,119,100
2026-05-25 13:22:48.845931,26.0,54.0,100,0,126,100
2026-05-25 13:22:49.866723,26.0,54.0,99,0,133,100
2026-05-25 13:22:50.880584,26.0,54.0,100,0,140,100
2026-05-25 13:22:51.904506,26.0,54.0,100,0,148,100
2026-05-25 13:22:52.896137,26.0,54.0,100,0,155,100
2026-05-25 13:22:53.891809,26.0,54.0,99,0,162,100
2026-05-25 13:22:54.900223,26.0,54.0,100,0,169,100
2026-05-25 13:22:55.921201,26.0,54.0,99,0,176,100
2026-05-25 13:22:56.958381,26.0,54.0,100,0,184,100
2026-05-25 13:22:57.999198,26.0,54.0,99,0,191,100
2026-05-25 13:22:58.989706,26.0,53.0,100,0,198,100
2026-05-25 13:23:00.006048,26.0,53.0,100,0,175,100
2026-05-25 13:23:01.009639,26.0,53.0,99,0,181,100
2026-05-25 13:23:02.005403,26.0,52.0,100,0,186,100
2026-05-25 13:23:03.007686,26.0,52.0,100,0,162,100
2026-05-25 13:23:04.020331,26.0,52.0,100,0,165,100
2026-05-25 13:23:05.094269,26.0,50.0,100,0,169,100
2026-05-25 13:23:06.124867,26.0,50.0,100,0,0,100
2026-05-25 13:23:07.105555,26.0,49.0,100,0,0,100
2026-05-25 13:23:08.148517,26.0,47.0,99,0,0,100
2026-05-25 13:23:09.114740,26.0,47.0,100,0,0,100
2026-05-25 13:23:10.112401,26.0,46.0,100,0,0,100
2026-05-25 13:23:11.125474,26.0,46.0,100,0,0,100
2026-05-25 13:23:12.151982,26.0,46.0,99,0,0,100
2026-05-25 13:23:13.204428,26.0,45.0,100,0,0,100
2026-05-25 13:23:14.233401,26.0,45.0,100,0,0,100
2026-05-25 13:23:15.315085,26.0,45.0,100,0,0,100
2026-05-25 13:23:16.289161,26.0,45.0,99,0,0,100
2026-05-25 13:23:17.755665,26.0,45.0,100,0,0,100
2026-05-25 13:23:19.589321,26.0,46.0,100,0,0,100
2026-05-25 13:23:20.177394,26.0,46.0,100,0,0,100
2026-05-25 13:23:21.309251,26.0,46.0,99,0,0,100
2026-05-25 13:23:22.259439,26.0,46.0,100,0,0,100
2026-05-25 13:23:23.724351,26.0,46.0,100,0,0,100
2026-05-25 13:23:24.736694,26.0,46.0,100,0,0,100
2026-05-25 13:23:26.140467,26.0,46.0,100,0,0,100
2026-05-25 13:23:27.157025,26.0,47.0,100,0,0,100
2026-05-25 13:23:28.403908,26.0,46.0,100,0,0,100
2026-05-25 13:23:29.440354,26.0,47.0,100,0,0,100
2026-05-25 13:23:30.463896,26.0,47.0,99,0,0,100
2026-05-25 13:23:31.568543,26.0,47.0,100,0,0,100
2026-05-25 13:23:33.852435,26.0,47.0,99,0,0,100
2026-05-25 13:23:35.464264,26.0,47.0,100,0,0,100
2026-05-25 13:23:36.557205,26.0,47.0,99,0,0,100
2026-05-25 13:23:37.968305,26.0,47.0,100,0,0,100
2026-05-25 13:23:39.200878,26.0,49.0,100,0,0,100
2026-05-25 13:23:40.128893,26.0,49.0,100,0,0,100
2026-05-25 13:23:41.392619,26.0,49.0,96,0,0,100
2026-05-25 13:23:41.954763,26.0,49.0,97,0,0,100
2026-05-25 13:23:43.776572,26.0,49.0,100,0,0,100
2026-05-25 13:23:44.341516,26.0,49.0,100,0,0,100
2026-05-25 13:23:45.825265,26.0,49.0,100,0,0,100
2026-05-25 13:23:49.369297,26.0,50.0,100,0,0,100
2026-05-25 13:23:51.592117,26.0,50.0,100,0,0,100
2026-05-25 13:23:52.061328,26.0,50.0,100,0,0,100
2026-05-25 13:23:52.592562,26.0,50.0,100,0,0,100
2026-05-25 13:23:53.530897,26.0,50.0,100,0,0,100
2026-05-25 13:23:54.964897,26.0,50.0,100,0,0,100
2026-05-25 13:23:55.764145,26.0,50.0,100,0,0,100
2026-05-25 13:23:56.932437,26.0,50.0,100,0,0,100
2026-05-25 13:23:57.779423,26.0,50.0,100,0,0,100
2026-05-25 13:23:58.924287,26.0,52.0,100,0,0,100
2026-05-25 13:24:00.126988,26.0,52.0,100,0,250,100
2026-05-25 13:24:01.499353,26.0,52.0,100,0,100,100
2026-05-25 13:24:03.185418,26.0,52.0,100,0,100,100
2026-05-25 13:24:03.781562,26.0,52.0,100,0,100,100
2026-05-25 13:24:04.744679,26.0,52.0,100,0,100,100
2026-05-25 13:24:05.750936,26.0,52.0,100,0,100,100
2026-05-25 13:24:07.122238,26.0,52.0,99,0,100,100
2026-05-25 13:24:08.537770,26.0,52.0,99,0,100,100
2026-05-25 13:24:09.972552,26.0,53.0,100,0,100,100
2026-05-25 13:24:10.858335,26.0,53.0,100,0,100,100
2026-05-25 13:24:12.000421,26.0,53.0,100,0,100,100
2026-05-25 13:24:13.778595,26.0,53.0,100,0,100,100
2026-05-25 13:24:14.882566,26.0,53.0,100,0,100,100
2026-05-25 13:24:15.969650,26.0,53.0,99,0,100,100
2026-05-25 13:24:17.864244,26.0,53.0,100,0,100,100
2026-05-25 13:24:18.608760,26.0,53.0,100,0,100,100
2026-05-25 13:24:19.741297,26.0,53.0,100,0,100,100
2026-05-25 13:24:20.581300,26.0,53.0,100,0,100,100
2026-05-25 13:24:21.656831,26.0,53.0,100,0,100,100
2026-05-25 13:24:22.648993,26.0,53.0,99,0,100,100
2026-05-25 13:24:23.982988,26.0,53.0,100,0,100,100
2026-05-25 13:24:24.832601,26.0,53.0,100,0,100,100
2026-05-25 13:24:25.860948,26.0,53.0,100,0,100,100
2026-05-25 13:24:26.890386,26.0,54.0,100,0,100,100
2026-05-25 13:24:27.856298,26.0,54.0,100,0,119,100
2026-05-25 13:24:28.937064,26.0,54.0,99,0,126,100
2026-05-25 13:24:32.754646,26.0,54.0,100,0,133,100
2026-05-25 13:24:33.503214,26.0,54.0,100,0,140,100
2026-05-25 13:24:33.676413,26.0,54.0,100,0,148,100
2026-05-25 13:24:34.157805,26.0,56.0,100,0,155,100
2026-05-25 13:24:34.774385,26.0,56.0,100,0,222,100
2026-05-25 13:24:37.790255,26.0,56.0,100,0,232,100
2026-05-25 13:24:38.020795,26.0,56.0,100,0,243,100
2026-05-25 13:24:38.288998,26.0,56.0,100,0,254,100
2026-05-25 13:24:39.289460,26.0,56.0,100,0,265,100
2026-05-25 13:24:40.309091,26.0,56.0,100,0,276,100
2026-05-25 13:24:41.422294,26.0,56.0,100,0,286,100
2026-05-25 13:24:42.313064,26.0,56.0,99,0,297,100
2026-05-25 13:24:43.523002,26.0,56.0,100,0,308,100
2026-05-25 13:24:44.444138,26.0,56.0,100,0,319,100
2026-05-25 13:24:45.373539,26.0,56.0,100,0,330,100
2026-05-25 13:24:47.000137,26.0,56.0,100,0,340,100
2026-05-25 13:24:47.713318,26.0,56.0,100,0,351,100
2026-05-25 13:24:49.424509,26.0,56.0,96,0,362,100
2026-05-25 13:24:50.079354,26.0,56.0,100,0,373,100
2026-05-25 13:24:50.713195,26.0,56.0,99,0,384,100
2026-05-25 13:24:51.783830,26.0,56.0,100,0,394,100
2026-05-25 13:24:53.767911,26.0,54.0,100,0,405,100
2026-05-25 13:24:54.806928,26.0,54.0,100,0,356,100
2026-05-25 13:24:55.952409,26.0,53.0,100,0,364,100
2026-05-25 13:24:56.952892,26.0,53.0,100,0,341,100
2026-05-25 13:24:58.479374,26.0,53.0,100,0,346,100
2026-05-25 13:24:58.974810,26.0,52.0,100,0,352,100
2026-05-25 13:24:59.982335,26.0,50.0,100,0,327,100
2026-05-25 13:25:00.983009,26.0,49.0,100,0,0,100
2026-05-25 13:25:02.028105,26.0,47.0,100,0,0,100
2026-05-25 13:25:03.064601,26.0,46.0,99,0,0,100
2026-05-25 13:25:04.156537,26.0,45.0,100,0,0,100
2026-05-25 13:25:05.088952,26.0,45.0,100,0,0,100
2026-05-25 13:25:06.085326,26.0,43.0,100,0,0,100
2026-05-25 13:25:07.559962,26.0,42.0,100,0,0,100
2026-05-25 13:25:08.533418,26.0,40.0,100,0,0,100
2026-05-25 13:25:09.628041,26.0,40.0,100,0,0,100
2026-05-25 13:25:10.820961,26.0,39.0,100,0,0,100
2026-05-25 13:25:12.357566,26.0,39.0,99,0,0,100
2026-05-25 13:25:13.489934,26.0,37.0,100,0,0,100
2026-05-25 13:25:13.962347,26.0,37.0,100,0,0,100
2026-05-25 13:25:14.992556,26.0,36.0,100,0,0,100
2026-05-25 13:25:16.535679,26.0,38.0,100,0,0,100
2026-05-25 13:25:17.773606,26.0,36.0,100,0,0,100
2026-05-25 13:25:18.287103,26.0,36.0,100,0,0,100
2026-05-25 13:25:19.274723,26.0,36.0,100,0,0,100
2026-05-25 13:25:20.915904,26.0,36.0,99,0,0,100
2026-05-25 13:25:22.883340,26.0,36.0,100,0,0,100
2026-05-25 13:25:23.828166,26.0,36.0,100,0,0,100
2026-05-25 13:25:24.267835,26.0,36.0,100,0,0,100
2026-05-25 13:25:25.255845,26.0,36.0,100,0,0,100
2026-05-25 13:25:26.256582,26.0,36.0,100,0,0,100
2026-05-25 13:25:27.782502,26.0,36.0,99,0,0,100
2026-05-25 13:25:29.014882,26.0,36.0,100,0,0,100
2026-05-25 13:25:29.691062,26.0,36.0,100,0,0,100
2026-05-25 13:25:30.580689,26.0,36.0,100,0,0,100
2026-05-25 13:25:31.885071,26.0,36.0,100,0,0,100
2026-05-25 13:25:32.765223,26.0,36.0,100,0,0,100
2026-05-25 13:25:33.776754,26.0,38.0,100,0,0,100
2026-05-25 13:25:34.774821,26.0,38.0,100,0,0,100
2026-05-25 13:25:35.868826,26.0,38.0,99,0,0,100
2026-05-25 13:25:36.885002,26.0,39.0,100,0,0,100
2026-05-25 13:25:37.817234,26.0,39.0,100,0,0,100
2026-05-25 13:25:38.809391,26.0,39.0,100,0,0,100
2026-05-25 13:25:39.809977,26.0,39.0,100,0,0,100
2026-05-25 13:25:40.812080,26.0,39.0,100,0,0,100
2026-05-25 13:25:41.822724,26.0,39.0,99,0,0,100
2026-05-25 13:25:42.986374,26.0,39.0,100,0,0,100
2026-05-25 13:25:44.004779,26.0,40.0,100,0,0,100
2026-05-25 13:25:45.117128,26.0,40.0,100,0,0,100
2026-05-25 13:25:46.096062,26.0,40.0,100,0,0,100
2026-05-25 13:25:47.117926,26.0,40.0,100,0,0,100
2026-05-25 13:25:48.120907,26.0,42.0,100,0,0,100
2026-05-25 13:25:49.179972,26.0,42.0,100,0,0,100
2026-05-25 13:25:50.137874,26.0,43.0,100,0,0,100
2026-05-25 13:25:51.140884,26.0,43.0,100,0,0,100
2026-05-25 13:25:52.145027,26.0,43.0,100,0,0,100
2026-05-25 13:25:53.159388,26.0,45.0,100,0,0,100
2026-05-25 13:25:54.151628,26.0,45.0,100,0,0,100
2026-05-25 13:25:55.158052,26.0,45.0,100,0,0,100
2026-05-25 13:25:56.156074,26.0,46.0,100,0,0,100
2026-05-25 13:25:57.152834,26.0,46.0,100,0,0,100
2026-05-25 13:25:58.156117,26.0,46.0,100,0,0,100
2026-05-25 13:25:59.170076,26.0,46.0,100,0,0,100
2026-05-25 13:26:00.169144,26.0,47.0,100,0,0,100
2026-05-25 13:26:01.182204,26.0,47.0,100,0,0,100
2026-05-25 13:26:02.190950,26.0,47.0,100,0,0,100
2026-05-25 13:26:03.171598,26.0,47.0,100,0,0,100
2026-05-25 13:26:04.509047,26.0,49.0,100,0,0,100
2026-05-25 13:26:05.497021,26.0,49.0,100,0,0,100
